,Vin,Vin_real,Vout,temp
0,0.0,-2e-05,-3.37827545e-05,-40.0
1,0.01,0.01003,-3.73762925e-05,-40.0
2,0.02,0.02003,-3.56125435e-05,-40.0
3,0.03,0.03,-3.79768646e-05,-40.0
4,0.04,0.04001,-3.53736953e-05,-40.0
5,0.05,0.04997,-3.57126388e-05,-40.0
6,0.06,0.05998,-3.56008082e-05,-40.0
7,0.07,0.07,-3.41311324e-05,-40.0
8,0.08,0.08002,-3.55616904e-05,-40.0
9,0.09,0.08998,-3.32733037e-05,-40.0
10,0.1,0.10001,-3.36831194e-05,-40.0
11,0.11,0.11,-3.38359086e-05,-40.0
12,0.12,0.11998,-3.19932338e-05,-40.0
13,0.13,0.12997,-3.40740665e-05,-40.0
14,0.14,0.14002,-2.9382241e-05,-40.0
15,0.15,0.15003,-3.08376503e-05,-40.0
16,0.16,0.15997,-2.92253099e-05,-40.0
17,0.17,0.17002,-2.63591314e-05,-40.0
18,0.18,0.17997,-2.5702644e-05,-40.0
19,0.19,0.19003,-1.72580484e-05,-40.0
20,0.2,0.20002,-1.18262076e-05,-40.0
21,0.21,0.21001,3.59238745e-06,-40.0
22,0.22,0.22,2.83707027e-05,-40.0
23,0.23,0.23,6.77215197e-05,-40.0
24,0.24,0.24,0.000128021948,-40.0
25,0.25,0.25,0.000212156573,-40.0
26,0.26,0.26,0.000335313196,-40.0
27,0.27,0.27,0.000508946637,-40.0
28,0.28,0.28,0.00075068058,-40.0
29,0.29,0.29,0.00108768458,-40.0
30,0.3,0.3,0.0015524848,-40.0
31,0.31,0.31,0.00218376912,-40.0
32,0.32,0.32,0.00302963462,-40.0
33,0.33,0.33,0.00411819384,-40.0
34,0.34,0.34,0.00549485507,-40.0
35,0.35000000000000003,0.35,0.00721363782,-40.0
36,0.36,0.36,0.00928690078,-40.0
37,0.37,0.37,0.0117314496,-40.0
38,0.38,0.38,0.0145716661,-40.0
39,0.39,0.39,0.017759196,-40.0
40,0.4,0.4,0.0212819204,-40.0
41,0.41000000000000003,0.41,0.0249667024,-40.0
42,0.42,0.42,0.0283865911,-40.0
43,0.43,0.43,0.0311583804,-40.0
44,0.44,0.44,0.0336837021,-40.0
45,0.45,0.45,0.0365097578,-40.0
46,0.46,0.46,0.0397242486,-40.0
47,0.47000000000000003,0.47,0.0434287992,-40.0
48,0.48,0.48,0.0477635592,-40.0
49,0.49,0.49,0.0526804458,-40.0
50,0.5,0.5,0.0584148767,-40.0
51,0.51,0.51,0.0650427993,-40.0
52,0.52,0.52,0.0723521264,-40.0
53,0.53,0.53,0.0805594294,-40.0
54,0.54,0.54,0.0895155072,-40.0
55,0.55,0.55,0.0992504338,-40.0
56,0.56,0.56,0.10974842,-40.0
57,0.5700000000000001,0.57,0.120021461,-40.0
58,0.58,0.58,0.128659415,-40.0
59,0.59,0.59,0.136403129,-40.0
60,0.6,0.6,0.143965918,-40.0
61,0.61,0.61,0.151350724,-40.0
62,0.62,0.62,0.15860048,-40.0
63,0.63,0.63,0.165380089,-40.0
64,0.64,0.64,0.170419961,-40.0
65,0.65,0.65,0.173452714,-40.0
66,0.66,0.66,0.17582372,-40.0
67,0.67,0.67,0.178111752,-40.0
68,0.68,0.68,0.180276618,-40.0
69,0.6900000000000001,0.69,0.183458751,-40.0
70,0.7000000000000001,0.7,0.201653423,-40.0
71,0.71,0.71,0.230277732,-40.0
72,0.72,0.72,0.238351252,-40.0
73,0.73,0.73,0.246444502,-40.0
74,0.74,0.74,0.254631868,-40.0
75,0.75,0.75,0.262841947,-40.0
76,0.76,0.76,0.271071969,-40.0
77,0.77,0.77,0.279305281,-40.0
