,Vin,Vin_real,Vout,temp,VCC
0,1.32,1.32,0.618823543,30.0,2.5
1,1.31,1.31,0.618709369,30.0,2.5
2,1.3,1.3,0.618440659,30.0,2.5
3,1.29,1.29,0.618337962,30.0,2.5
4,1.28,1.28,0.618126173,30.0,2.5
5,1.27,1.27,0.617738938,30.0,2.5
6,1.26,1.26,0.617683503,30.0,2.5
7,1.25,1.25,0.617601404,30.0,2.5
8,1.24,1.24,0.617253103,30.0,2.5
9,1.23,1.23,0.616545297,30.0,2.5
10,1.22,1.22,0.616141225,30.0,2.5
11,1.21,1.21,0.615534486,30.0,2.5
12,1.2,1.2,0.615116529,30.0,2.5
13,1.19,1.19,0.614562336,30.0,2.5
14,1.18,1.18,0.613721921,30.0,2.5
15,1.17,1.17,0.612830477,30.0,2.5
16,1.16,1.16,0.611798767,30.0,2.5
17,1.15,1.15,0.610510303,30.0,2.5
18,1.14,1.14,0.609043984,30.0,2.5
19,1.13,1.13,0.60708041,30.0,2.5
20,1.1199999999999999,1.12,0.604483684,30.0,2.5
21,1.1099999999999999,1.11,0.600913609,30.0,2.5
22,1.0999999999999999,1.1,0.596152026,30.0,2.5
23,1.0899999999999999,1.09,0.59020758,30.0,2.5
24,1.0799999999999998,1.08,0.583130864,30.0,2.5
25,1.0699999999999998,1.07,0.57540314,30.0,2.5
26,1.0599999999999998,1.06,0.567323105,30.0,2.5
27,1.0499999999999998,1.05,0.5589689,30.0,2.5
28,1.0399999999999998,1.04,0.550538635,30.0,2.5
29,1.0299999999999998,1.03,0.542005055,30.0,2.5
30,1.0199999999999998,1.02,0.533447932,30.0,2.5
31,1.0099999999999998,1.01,0.524879241,30.0,2.5
32,0.9999999999999998,1.0,0.516270462,30.0,2.5
33,0.9899999999999998,0.99,0.507673912,30.0,2.5
34,0.9799999999999998,0.98,0.499083202,30.0,2.5
35,0.9699999999999998,0.97,0.490487369,30.0,2.5
36,0.9599999999999997,0.96,0.48188481,30.0,2.5
37,0.9499999999999997,0.95,0.473296883,30.0,2.5
38,0.9399999999999997,0.94,0.464729503,30.0,2.5
39,0.9299999999999997,0.93,0.456163857,30.0,2.5
40,0.9199999999999997,0.92,0.447604825,30.0,2.5
41,0.9099999999999997,0.91,0.439141675,30.0,2.5
42,0.8999999999999997,0.9,0.430621241,30.0,2.5
43,0.8899999999999997,0.89,0.422136599,30.0,2.5
44,0.8799999999999997,0.88,0.413621605,30.0,2.5
45,0.8699999999999997,0.87,0.405156698,30.0,2.5
46,0.8599999999999997,0.86,0.396732489,30.0,2.5
47,0.8499999999999996,0.85,0.388291957,30.0,2.5
48,0.8399999999999996,0.84,0.37987064,30.0,2.5
49,0.8299999999999996,0.83,0.371500953,30.0,2.5
50,0.8199999999999996,0.82,0.363145362,30.0,2.5
51,0.8099999999999996,0.81,0.354767541,30.0,2.5
52,0.7999999999999996,0.8,0.346471467,30.0,2.5
53,0.7899999999999996,0.79,0.338173626,30.0,2.5
54,0.7799999999999996,0.78,0.329900082,30.0,2.5
55,0.7699999999999996,0.77,0.321683815,30.0,2.5
56,0.7599999999999996,0.76,0.313476637,30.0,2.5
57,0.7499999999999996,0.75,0.305267778,30.0,2.5
58,0.7399999999999995,0.74,0.29719566,30.0,2.5
59,0.7299999999999995,0.73,0.28910133,30.0,2.5
60,0.7199999999999995,0.72,0.281081106,30.0,2.5
61,0.7099999999999995,0.71,0.273101648,30.0,2.5
62,0.6999999999999995,0.7,0.265250962,30.0,2.5
63,0.6899999999999995,0.69,0.257630235,30.0,2.5
64,0.6799999999999995,0.68,0.250089916,30.0,2.5
65,0.6699999999999995,0.67,0.241659998,30.0,2.5
66,0.6599999999999995,0.66,0.222953641,30.0,2.5
67,0.6499999999999995,0.65,0.19917782,30.0,2.5
68,0.6399999999999995,0.64,0.180854625,30.0,2.5
69,0.6299999999999994,0.63,0.165512209,30.0,2.5
70,0.6199999999999994,0.62,0.152308243,30.0,2.5
71,0.6099999999999994,0.61,0.140371721,30.0,2.5
72,0.5999999999999994,0.6,0.1303569,30.0,2.5
73,0.5899999999999994,0.59,0.123574847,30.0,2.5
74,0.5799999999999994,0.58,0.119643715,30.0,2.5
75,0.5699999999999994,0.57,0.117002942,30.0,2.5
76,0.5599999999999994,0.56,0.114382657,30.0,2.5
77,0.5499999999999994,0.55,0.111722837,30.0,2.5
78,0.5399999999999994,0.54,0.109092285,30.0,2.5
79,0.5299999999999994,0.53,0.106264961,30.0,2.5
80,0.5199999999999994,0.52,0.101717672,30.0,2.5
81,0.5099999999999993,0.51,0.0938543454,30.0,2.5
82,0.49999999999999933,0.5,0.0863818427,30.0,2.5
83,0.4899999999999993,0.49,0.0796496306,30.0,2.5
84,0.4799999999999993,0.48,0.0737283664,30.0,2.5
85,0.4699999999999993,0.47,0.0687748105,30.0,2.5
86,0.4599999999999993,0.46,0.0641302849,30.0,2.5
87,0.4499999999999993,0.45,0.0600629306,30.0,2.5
88,0.4399999999999993,0.44,0.0567090306,30.0,2.5
89,0.42999999999999927,0.43,0.0536964111,30.0,2.5
90,0.41999999999999926,0.42,0.0509016357,30.0,2.5
91,0.40999999999999925,0.41,0.0485302374,30.0,2.5
92,0.39999999999999925,0.4,0.046376335,30.0,2.5
93,0.38999999999999924,0.39,0.0439540462,30.0,2.5
94,0.3799999999999992,0.38,0.0407909305,30.0,2.5
95,0.3699999999999992,0.37,0.036846743,30.0,2.5
96,0.3599999999999992,0.36,0.0326889685,30.0,2.5
97,0.3499999999999992,0.35,0.0286506461,30.0,2.5
98,0.3399999999999992,0.34,0.0248608519,30.0,2.5
99,0.3299999999999992,0.33,0.0213306832,30.0,2.5
100,0.3199999999999992,0.32,0.0181393317,30.0,2.5
101,0.30999999999999917,0.31,0.0153012107,30.0,2.5
102,0.29999999999999916,0.3,0.0127720127,30.0,2.5
103,0.28999999999999915,0.29,0.0106030757,30.0,2.5
104,0.27999999999999914,0.28,0.0087459112,30.0,2.5
105,0.26999999999999913,0.27,0.0071866627,30.0,2.5
106,0.2599999999999991,0.26,0.00588194908,30.0,2.5
107,0.2499999999999991,0.25,0.00483842035,30.0,2.5
108,0.2399999999999991,0.24,0.0039970971,30.0,2.5
109,0.2299999999999991,0.23,0.00334009495,30.0,2.5
110,0.21999999999999909,0.22,0.00282319108,30.0,2.5
111,0.20999999999999908,0.21,0.00242181725,30.0,2.5
112,0.19999999999999907,0.2,0.00211326426,30.0,2.5
113,0.18999999999999906,0.19,0.00187667752,30.0,2.5
114,0.17999999999999905,0.18,0.00169564577,30.0,2.5
115,0.16999999999999904,0.17,0.00155921581,30.0,2.5
116,0.15999999999999903,0.16,0.00146186515,30.0,2.5
117,0.14999999999999902,0.15,0.00138704031,30.0,2.5
118,0.13999999999999901,0.14,0.00133736725,30.0,2.5
119,0.129999999999999,0.13,0.00130093162,30.0,2.5
120,0.119999999999999,0.12,0.00127345648,30.0,2.5
121,0.10999999999999899,0.11,0.00125117802,30.0,2.5
122,0.09999999999999898,0.1,0.00123638232,30.0,2.5
123,0.08999999999999897,0.09,0.00122519994,30.0,2.5
124,0.07999999999999896,0.08,0.00121366182,30.0,2.5
125,0.06999999999999895,0.07,0.00120764644,30.0,2.5
126,0.05999999999999894,0.06,0.00119955206,30.0,2.5
127,0.049999999999998934,0.05,0.00119520309,30.0,2.5
128,0.039999999999998925,0.04,0.00118889179,30.0,2.5
129,0.029999999999998916,0.03,0.00118710756,30.0,2.5
130,0.019999999999998908,0.02,0.00118258348,30.0,2.5
131,0.009999999999998899,0.01,0.00118008409,30.0,2.5
132,-1.1102230246251565e-15,0.0,0.00117804698,30.0,2.5
