,Vin,Vin_real,Vout,temp
0,0.0,0.0,-0.000170239126,30.0
1,0.01,0.01,-0.00017565731,30.0
2,0.02,0.02,-0.00015461957,30.0
3,0.03,0.03,-0.000179039361,30.0
4,0.04,0.04,-0.000160339148,30.0
5,0.05,0.05,-0.000156704018,30.0
6,0.06,0.06,-0.000150699151,30.0
7,0.07,0.07,-0.000144356079,30.0
8,0.08,0.08,-0.000137394114,30.0
9,0.09,0.09,-0.000128458136,30.0
10,0.1,0.1,-0.000112012624,30.0
11,0.11,0.11,-9.81071005e-05,30.0
12,0.12,0.12,-7.78285961e-05,30.0
13,0.13,0.13,-5.03281465e-05,30.0
14,0.14,0.14,-1.91120417e-05,30.0
15,0.15,0.15,1.75981711e-05,30.0
16,0.16,0.16,7.05744409e-05,30.0
17,0.17,0.17,0.000132102469,30.0
18,0.18,0.18,0.000208417195,30.0
19,0.19,0.19,0.000313081334,30.0
20,0.2,0.2,0.00045688294,30.0
21,0.21,0.21,0.000654323422,30.0
22,0.22,0.22,0.000962501932,30.0
23,0.23,0.23,0.00147145236,30.0
24,0.24,0.24,0.00226894469,30.0
25,0.25,0.25,0.00330937645,30.0
26,0.26,0.26,0.00449736458,30.0
27,0.27,0.27,0.00589861982,30.0
28,0.28,0.28,0.00754165032,30.0
29,0.29,0.29,0.0094637967,30.0
30,0.3,0.3,0.0116881811,30.0
31,0.31,0.31,0.014225196,30.0
32,0.32,0.32,0.0170533847,30.0
33,0.33,0.33,0.0201772798,30.0
34,0.34,0.34,0.0235175204,30.0
35,0.35000000000000003,0.35,0.0269559417,30.0
36,0.36,0.36,0.0303430685,30.0
37,0.37,0.37,0.0333209717,30.0
38,0.38,0.38,0.0356037253,30.0
39,0.39,0.39,0.0376503726,30.0
40,0.4,0.4,0.0395752867,30.0
41,0.41000000000000003,0.41,0.0416172382,30.0
42,0.42,0.42,0.0440243363,30.0
43,0.43,0.43,0.0465955605,30.0
44,0.44,0.44,0.0497485757,30.0
45,0.45,0.45,0.0533728695,30.0
46,0.46,0.46,0.0574273602,30.0
47,0.47000000000000003,0.47,0.0620490164,30.0
48,0.48,0.48,0.067371995,30.0
49,0.49,0.49,0.0733074079,30.0
50,0.5,0.5,0.0797761979,30.0
51,0.51,0.51,0.0837547213,30.0
52,0.52,0.52,0.0857084542,30.0
53,0.53,0.53,0.0874298793,30.0
54,0.54,0.54,0.0889670953,30.0
55,0.55,0.55,0.0905944971,30.0
56,0.56,0.56,0.09225626,30.0
57,0.5700000000000001,0.57,0.0941066471,30.0
58,0.58,0.58,0.0961095003,30.0
59,0.59,0.59,0.0985879941,30.0
60,0.6,0.6,0.10220156,30.0
61,0.61,0.61,0.10727273,30.0
62,0.62,0.62,0.113261137,30.0
63,0.63,0.63,0.120033355,30.0
64,0.64,0.64,0.127745343,30.0
65,0.65,0.65,0.136070424,30.0
66,0.66,0.66,0.146723727,30.0
67,0.67,0.67,0.164750872,30.0
68,0.68,0.68,0.229984659,30.0
69,0.6900000000000001,0.69,0.25505871,30.0
70,0.7000000000000001,0.7,0.265036294,30.0
71,0.71,0.71,0.273397105,30.0
72,0.72,0.72,0.281630751,30.0
73,0.73,0.73,0.28982814,30.0
74,0.74,0.74,0.298044282,30.0
75,0.75,0.75,0.306251379,30.0
76,0.76,0.76,0.314482044,30.0
77,0.77,0.77,0.322737422,30.0
78,0.78,0.78,0.331005052,30.0
79,0.79,0.79,0.339291476,30.0
80,0.8,0.8,0.347609144,30.0
81,0.81,0.81,0.355956475,30.0
82,0.8200000000000001,0.82,0.364291824,30.0
83,0.8300000000000001,0.83,0.372699747,30.0
84,0.84,0.84,0.381087173,30.0
85,0.85,0.85,0.389478591,30.0
86,0.86,0.86,0.397919292,30.0
87,0.87,0.87,0.406342326,30.0
88,0.88,0.88,0.414800758,30.0
89,0.89,0.89,0.423276002,30.0
90,0.9,0.9,0.431704772,30.0
91,0.91,0.91,0.440190381,30.0
92,0.92,0.92,0.448657227,30.0
93,0.93,0.93,0.457076721,30.0
94,0.9400000000000001,0.94,0.465430158,30.0
95,0.9500000000000001,0.95,0.473753265,30.0
96,0.96,0.96,0.481959698,30.0
97,0.97,0.97,0.489915475,30.0
98,0.98,0.98,0.497529396,30.0
99,0.99,0.99,0.504599837,30.0
100,1.0,1.0,0.510944812,30.0
101,1.01,1.01,0.516429524,30.0
102,1.02,1.02,0.521246019,30.0
103,1.03,1.03,0.525387523,30.0
104,1.04,1.04,0.529175987,30.0
105,1.05,1.05,0.532242309,30.0
106,1.06,1.06,0.534825271,30.0
107,1.07,1.07,0.53708514,30.0
108,1.08,1.08,0.539036761,30.0
109,1.09,1.09,0.540856618,30.0
110,1.1,1.1,0.542276398,30.0
111,1.11,1.11,0.543745465,30.0
112,1.12,1.12,0.545538426,30.0
113,1.1300000000000001,1.13,0.546662222,30.0
114,1.1400000000000001,1.14,0.54760572,30.0
