,TP,reg,temp,Vin_real,Vin,SLOPE,MEAN,Volt
0,2.0,0.0,30.0,1.08,1.08,0.0,0.0,0.57767866
1,2.0,0.0,30.0,1.08,1.08,1.0,1.0,0.57762686
2,2.0,0.0,30.0,1.08,1.08,2.0,2.0,0.577616349
3,2.0,0.0,30.0,1.08,1.08,3.0,3.0,0.577531588
4,2.0,0.0,30.0,1.08,1.08,4.0,4.0,0.577567619
5,2.0,0.0,30.0,1.08,1.08,5.0,5.0,0.577578003
6,2.0,0.0,30.0,1.08,1.08,6.0,6.0,0.577616138
7,2.0,0.0,30.0,1.08,1.08,7.0,7.0,0.577604536
8,2.0,0.0,30.0,1.08,1.08,8.0,8.0,0.577565098
9,2.0,0.0,30.0,1.08,1.08,9.0,9.0,0.577590704
10,2.0,0.0,30.0,1.08,1.08,10.0,10.0,0.577641453
11,2.0,0.0,30.0,1.08,1.08,11.0,11.0,0.577563752
12,2.0,0.0,30.0,1.08,1.08,12.0,12.0,0.577554767
13,2.0,0.0,30.0,1.08,1.08,13.0,13.0,0.577446676
14,2.0,0.0,30.0,1.08,1.08,14.0,14.0,0.577414264
15,2.0,0.0,30.0,1.08,1.08,15.0,15.0,0.577453016
16,2.0,1.0,30.0,1.08,1.08,0.0,0.0,0.577367006
17,2.0,1.0,30.0,1.08,1.08,1.0,1.0,0.577331636
18,2.0,1.0,30.0,1.08,1.08,2.0,2.0,0.577297654
19,2.0,1.0,30.0,1.08,1.08,3.0,3.0,0.577267934
20,2.0,1.0,30.0,1.08,1.08,4.0,4.0,0.577357165
21,2.0,1.0,30.0,1.08,1.08,5.0,5.0,0.577354632
22,2.0,1.0,30.0,1.08,1.08,6.0,6.0,0.57745527
23,2.0,1.0,30.0,1.08,1.08,7.0,7.0,0.577505529
24,2.0,1.0,30.0,1.08,1.08,8.0,8.0,0.577569226
25,2.0,1.0,30.0,1.08,1.08,9.0,9.0,0.577593624
26,2.0,1.0,30.0,1.08,1.08,10.0,10.0,0.577577611
27,2.0,1.0,30.0,1.08,1.08,11.0,11.0,0.577550064
28,2.0,1.0,30.0,1.08,1.08,12.0,12.0,0.577606372
29,2.0,1.0,30.0,1.08,1.08,13.0,13.0,0.577587711
30,2.0,1.0,30.0,1.08,1.08,14.0,14.0,0.577597805
31,2.0,1.0,30.0,1.08,1.08,15.0,15.0,0.577525393
32,2.0,2.0,30.0,1.08,1.08,0.0,0.0,0.577545376
