0.641591091,-40,0,7
0.632231843,-40,1,7
0.619369434,-40,2,7
0.609356226,-40,3,7
0.59403533,-40,4,7
0.585185726,-40,5,7
0.575287882,-40,6,7
0.568015467,-40,7,7
0.555828783,-40,8,7
0.549934984,-40,9,7
0.542395825,-40,10,7
0.536490842,-40,11,7
0.528560151,-40,12,7
0.523996856,-40,13,7
0.518640177,-40,14,7
0.513807421,-40,15,7
0.646094535,-30,0,7
0.636127599,-30,1,7
0.622400232,-30,2,7
0.612005385,-30,3,7
0.596475108,-30,4,7
0.587096551,-30,5,7
0.576796894,-30,6,7
0.569321821,-30,7,7
0.556972257,-30,8,7
0.55040376,-30,9,7
0.542617308,-30,10,7
0.536970937,-30,11,7
0.528712793,-30,12,7
0.523787438,-30,13,7
0.518249197,-30,14,7
0.513566783,-30,15,7
0.649753584,-20,0,7
0.638716953,-20,1,7
0.624579276,-20,2,7
0.613565026,-20,3,7
0.597342567,-20,4,7
0.58790592,-20,5,7
0.577424566,-20,6,7
0.569620935,-20,7,7
0.556674545,-20,8,7
0.550174179,-20,9,7
0.542372678,-20,10,7
0.536810355,-20,11,7
0.528091372,-20,12,7
0.522936781,-20,13,7
0.516978166,-20,14,7
0.512592093,-20,15,7
0.653272285,-10,0,7
0.641951507,-10,1,7
0.62696174,-10,2,7
0.615782182,-10,3,7
0.59869197,-10,4,7
0.58924475,-10,5,7
0.578225097,-10,6,7
0.570057254,-10,7,7
0.55680971,-10,8,7
0.549930352,-10,9,7
0.541884798,-10,10,7
0.536207584,-10,11,7
0.527218024,-10,12,7
0.522444964,-10,13,7
0.516101865,-10,14,7
0.511420495,-10,15,7
0.656914723,0,0,7
0.644753514,0,1,7
0.629114652,0,2,7
0.617603379,0,3,7
0.599991597,0,4,7
0.590155815,0,5,7
0.578749374,0,6,7
0.570241387,0,7,7
0.556679019,0,8,7
0.549590735,0,9,7
0.541416804,0,10,7
0.535454914,0,11,7
0.526314985,0,12,7
0.520792881,0,13,7
0.514998512,0,14,7
0.510367613,0,15,7
0.660979005,10,0,7
0.64817266,10,1,7
0.632059003,10,2,7
0.620223473,10,3,7
0.602096891,10,4,7
0.592100887,10,5,7
0.580639087,10,6,7
0.571988948,10,7,7
0.557419216,10,8,7
0.550391801,10,9,7
0.541692914,10,10,7
0.535746095,10,11,7
0.5266586,10,12,7
0.521116116,10,13,7
0.514286964,10,14,7
0.509688462,10,15,7
0.664054794,20,0,7
0.650840379,20,1,7
0.634064897,20,2,7
0.621704047,20,3,7
0.603083205,20,4,7
0.592748928,20,5,7
0.580925814,20,6,7
0.572207042,20,7,7
0.557029636,20,8,7
0.550033839,20,9,7
0.5413013,20,10,7
0.534741708,20,11,7
0.525079032,20,12,7
0.5196868,20,13,7
0.513104946,20,14,7
0.508361524,20,15,7
0.667422455,30,0,7
0.653716985,30,1,7
0.636671407,30,2,7
0.624060136,30,3,7
0.604727539,30,4,7
0.594377519,30,5,7
0.581763657,30,6,7
0.572646174,30,7,7
0.557357049,30,8,7
0.549737964,30,9,7
0.540878029,30,10,7
0.534520789,30,11,7
0.524562084,30,12,7
0.5191766,30,13,7
0.512622356,30,14,7
0.507306738,30,15,7
0.670407835,40,0,7
0.656179071,40,1,7
0.638466341,40,2,7
0.625406482,40,3,7
0.605678781,40,4,7
0.59481548,40,5,7
0.582119128,40,6,7
0.573071331,40,7,7
0.556957638,40,8,7
0.549339277,40,9,7
0.540167661,40,10,7
0.533504636,40,11,7
0.523895452,40,12,7
0.518143857,40,13,7
0.511057112,40,14,7
0.505938161,40,15,7
0.673326228,50,0,7
0.658813851,50,1,7
0.640522091,50,2,7
0.627443726,50,3,7
0.606839315,50,4,7
0.595813867,50,5,7
0.582820755,50,6,7
0.573418584,50,7,7
0.556935158,50,8,7
0.549166727,50,9,7
0.539908736,50,10,7
0.532869885,50,11,7
0.522643884,50,12,7
0.516942456,50,13,7
0.50986962,50,14,7
0.504633936,50,15,7
0.677039314,60,0,7
0.661918167,60,1,7
0.643106776,60,2,7
0.62971117,60,3,7
0.608167729,60,4,7
0.597115892,60,5,7
0.583546661,60,6,7
0.574083837,60,7,7
0.55696373,60,8,7
0.548919827,60,9,7
0.539392315,60,10,7
0.532398168,60,11,7
0.521626812,60,12,7
0.515562859,60,13,7
0.508340841,60,14,7
0.503027225,60,15,7
0.680475718,70,0,7
0.664840821,70,1,7
0.645763303,70,2,7
0.631669126,70,3,7
0.609910767,70,4,7
0.598522771,70,5,7
0.5851148,70,6,7
0.575099493,70,7,7
0.557340635,70,8,7
0.549225301,70,9,7
0.539440752,70,10,7
0.532352276,70,11,7
0.521263301,70,12,7
0.515151041,70,13,7
0.507810707,70,14,7
0.502244585,70,15,7
