Temp	Vout	Delta	Index	Mean	Slope
-40	0.600678269	0.0006782690	344	8	5
-30	0.599034967	0.0009650330	310	6	3
-20	0.600491621	0.0004916210	310	6	3
-10	0.600381765	0.0003817650	477	13	13
0	0.599991597	0.0000084030	327	7	4
10	0.599918192	0.0000818080	394	10	8
20	0.599543258	0.0004567420	394	10	8
30	0.599997505	0.0000024950	394	10	8
40	0.599865398	0.0001346020	394	10	8
50	0.599992109	0.0000078910	394	10	8
60	0.600149055	0.0001490550	394	10	8
