Temp	Vout	Delta	Index	Mean	Slope
-40	0.60020376	0.0002037600	473	9	13
-30	0.600138904	0.0001389040	440	8	11
-20	0.599611325	0.0003886750	506	10	15
-10	0.600419437	0.0004194370	307	3	3
0	0.599411888	0.0005881120	457	9	12
10	0.600074345	0.0000743450	0	0	0
20	0.600124601	0.0001246010	391	7	8
30	0.599618057	0.0003819430	391	7	8
40	0.599648171	0.0003518290	391	7	8
50	0.600349283	0.0003492830	424	8	10
60	0.599904461	0.0000955390	424	8	10
