Temp	Vout	Delta	Index	Mean	Slope
-40	0.600009914	0.600009914	377	9	7
-30	0.599977038	0.599977038	460	12	12
-20	0.599410059	0.599410059	460	12	12
-10	0.600098912	0.600098912	394	10	8
0	0.600345661	0.600345661	394	10	8
10	0.600016447	0.600016447	327	7	4
20	0.599819014	0.599819014	394	10	8
30	0.600100841	0.600100841	394	10	8
40	0.599642643	0.599642643	394	10	8
50	0.599984042	0.599984042	394	10	8
60	0.600455707	0.600455707	461	13	12
