Temp	Vout	Delta	Index	Mean	Slope
-40	0.600542319	0.0005423190	475	11	13
-30	0.599435493	0.0005645070	258	2	0
-20	0.60004992	0.0000499200	442	10	11
-10	0.59997698	0.0000230200	409	9	9
0	0.60024235	0.0002423500	359	7	6
10	0.599955195	0.0000448050	409	9	9
20	0.599858346	0.0001416540	409	9	9
30	0.600213602	0.0002136020	492	12	14
40	0.600625047	0.0006250470	257	1	0
50	0.599758977	0.0002410230	409	9	9
60	0.599926139	0.0000738610	409	9	9
