Temp	Vout	Delta	Index	Mean	Slope
-40	0.600629756	0.600629756	291	3	2
-30	0.599573789	0.599573789	257	1	0
-20	0.599667528	0.599667528	424	8	10
-10	0.601065855	0.601065855	341	5	5
0	0.599579927	0.599579927	474	10	13
10	0.60050204	0.60050204	441	9	11
20	0.600473703	0.600473703	441	9	11
30	0.599841248	0.599841248	307	3	3
40	0.59991956	0.59991956	290	2	2
50	0.600039574	0.600039574	458	10	12
60	0.600300648	0.600300648	458	10	12
