Temp	Vout	Delta	Index	Mean	Slope
-40	0.600346052	0.600346052	456	8	12
-30	0.600232319	0.600232319	273	1	1
-20	0.600039754	0.600039754	340	4	5
-10	0.600811746	0.600811746	340	4	5
0	0.60095729	0.60095729	407	7	9
10	0.600911496	0.600911496	407	7	9
20	0.600401485	0.600401485	407	7	9
30	0.600001042	0.600001042	306	2	3
40	0.59938823	0.59938823	407	7	9
50	0.599492648	0.599492648	289	1	2
60	0.599367811	0.599367811	323	3	4
