Temp	Vout	Delta	Index	Mean	Slope
-40	0.600346052	0.0003460520	456	8	12
-30	0.600232319	0.0002323190	273	1	1
-20	0.600039754	0.0000397540	340	4	5
-10	0.600811746	0.0008117460	340	4	5
0	0.60095729	0.0009572900	407	7	9
10	0.600911496	0.0009114960	407	7	9
20	0.600401485	0.0004014850	407	7	9
30	0.600001042	0.0000010420	306	2	3
40	0.59938823	0.0006117700	407	7	9
50	0.599492648	0.0005073520	289	1	2
60	0.599367811	0.0006321890	323	3	4
