Temp	Vout	Delta	Index	Mean	Slope
-40	0.598957236	0.0010427640	276	4	1
-30	0.600106505	0.0001065050	476	12	13
-20	0.600344443	0.0003444430	410	10	9
-10	0.600314368	0.0003143680	360	8	6
0	0.600334566	0.0003345660	460	12	12
10	0.600451769	0.0004517690	427	11	10
20	0.599823004	0.0001769960	427	11	10
30	0.600661843	0.0006618430	510	14	15
40	0.599986173	0.0000138270	477	13	13
50	0.600037985	0.0000379850	275	3	1
60	0.600911544	0.0009115440	494	14	14
