Temp	Vout	Delta	Index	Mean	Slope
-40	0.600678269	0.600678269	344	8	5
-30	0.599034967	0.599034967	310	6	3
-20	0.600491621	0.600491621	310	6	3
-10	0.600381765	0.600381765	477	13	13
0	0.599991597	0.599991597	327	7	4
10	0.599918192	0.599918192	394	10	8
20	0.599543258	0.599543258	394	10	8
30	0.599997505	0.599997505	394	10	8
40	0.599865398	0.599865398	394	10	8
50	0.599992109	0.599992109	394	10	8
60	0.600149055	0.600149055	394	10	8
