Temp	Vout	Delta	Index	Mean	Slope
-40	0.599230172	0.0007698280	358	6	6
-30	0.598977265	0.0010227350	274	2	1
-20	0.599767569	0.0002324310	474	10	13
-10	0.599985831	0.0000141690	408	8	9
0	0.599824763	0.0001752370	257	1	0
10	0.59956105	0.0004389500	458	10	12
20	0.600793653	0.0007936530	425	9	10
30	0.599769816	0.0002301840	425	9	10
40	0.599853187	0.0001468130	475	11	13
50	0.600567228	0.0005672280	508	12	15
60	0.599142033	0.0008579670	508	12	15
