Temp	Vout	Delta	Index	Mean	Slope
-40	0.600628488	0.600628488	291	3	2
-30	0.600390888	0.600390888	358	6	6
-20	0.599813091	0.599813091	358	6	6
-10	0.60004514	0.60004514	358	6	6
0	0.599780335	0.599780335	458	10	12
10	0.599254096	0.599254096	358	6	6
20	0.600225918	0.600225918	425	9	10
30	0.600475281	0.600475281	475	11	13
40	0.600635576	0.600635576	508	12	15
50	0.599788894	0.599788894	508	12	15
60	0.599899332	0.599899332	0	0	0
