Temp	Vout	Delta	Index	Mean	Slope
-40	0.600711168	0.600711168	423	7	10
-30	0.599753324	0.599753324	390	6	8
-20	0.600070259	0.600070259	390	6	8
-10	0.600031424	0.600031424	456	8	12
0	0.599081552	0.599081552	306	2	3
10	0.600360939	0.600360939	306	2	3
20	0.59997407	0.59997407	373	5	7
30	0.600667621	0.600667621	272	0	1
40	0.600203337	0.600203337	473	9	13
50	0.59947948	0.59947948	323	3	4
60	0.60026681	0.60026681	373	5	7
