Temp	Vout	Delta	Index	Mean	Slope
-40	0.60080514	0.60080514	307	3	3
-30	0.598774566	0.598774566	290	2	2
-20	0.599394807	0.599394807	407	7	9
-10	0.600201222	0.600201222	407	7	9
0	0.599332204	0.599332204	473	9	13
10	0.600501143	0.600501143	340	4	5
20	0.599995473	0.599995473	506	10	15
30	0.600007319	0.600007319	306	2	3
40	0.601253367	0.601253367	272	0	1
50	0.600219284	0.600219284	289	1	2
60	0.598969052	0.598969052	323	3	4
