Temp	Vout	Delta	Index	Mean	Slope
-40	0.600542319	0.600542319	475	11	13
-30	0.599435493	0.599435493	258	2	0
-20	0.60004992	0.60004992	442	10	11
-10	0.59997698	0.59997698	409	9	9
0	0.60024235	0.60024235	359	7	6
10	0.599955195	0.599955195	409	9	9
20	0.599858346	0.599858346	409	9	9
30	0.600213602	0.600213602	492	12	14
40	0.600625047	0.600625047	257	1	0
50	0.599758977	0.599758977	409	9	9
60	0.599926139	0.599926139	409	9	9
