Temp	Vout	Delta	Index	Mean	Slope
-40	0.600049847	0.0000498470	345	9	5
-30	0.600131378	0.0001313780	328	8	4
-20	0.599155263	0.0008447370	395	11	8
-10	0.600175915	0.0001759150	395	11	8
0	0.599621081	0.0003789190	428	12	10
10	0.6003542	0.0003542000	344	8	5
20	0.599569485	0.0004305150	511	15	15
30	0.600605765	0.0006057650	259	3	0
40	0.600928481	0.0009284810	478	14	13
50	0.600407443	0.0004074430	327	7	4
60	0.600272716	0.0002727160	377	9	7
