,Vin,Vin_real,Vout,temp
0,0.0,0.0,-0.000169111775,30.0
1,0.01,0.01,-0.000165899977,30.0
2,0.02,0.02,-0.00016356245,30.0
3,0.03,0.03,-0.000163500331,30.0
4,0.04,0.04,-0.000160907424,30.0
5,0.05,0.05,-0.000157716332,30.0
6,0.06,0.06,-0.000150073356,30.0
7,0.07,0.07,-0.000145384499,30.0
8,0.08,0.08,-0.000139460157,30.0
9,0.09,0.09,-0.000127705802,30.0
10,0.1,0.1,-0.00011316068,30.0
11,0.11,0.11,-9.72834444e-05,30.0
12,0.12,0.12,-7.68714985e-05,30.0
13,0.13,0.13,-4.20938866e-05,30.0
14,0.14,0.14,-2.39504459e-06,30.0
15,0.15,0.15,5.52309707e-05,30.0
16,0.16,0.16,0.000136558955,30.0
17,0.17,0.17,0.000248751034,30.0
18,0.18,0.18,0.000392787313,30.0
19,0.19,0.19,0.000585943864,30.0
20,0.2,0.2,0.000840665254,30.0
21,0.21,0.21,0.0011695456,30.0
22,0.22,0.22,0.00159399536,30.0
23,0.23,0.23,0.0021464063,30.0
24,0.24,0.24,0.00284018698,30.0
25,0.25,0.25,0.00371979185,30.0
26,0.26,0.26,0.00481570075,30.0
27,0.27,0.27,0.00615895036,30.0
28,0.28,0.28,0.00778755537,30.0
29,0.29,0.29,0.00969516813,30.0
30,0.3,0.3,0.0119526,30.0
31,0.31,0.31,0.0145123413,30.0
32,0.32,0.32,0.0174058083,30.0
33,0.33,0.33,0.020655732,30.0
34,0.34,0.34,0.0242061636,30.0
35,0.35000000000000003,0.35,0.0280662807,30.0
36,0.36,0.36,0.032216633,30.0
37,0.37,0.37,0.0366064874,30.0
38,0.38,0.38,0.0412059026,30.0
39,0.39,0.39,0.0459333226,30.0
40,0.4,0.4,0.0506353266,30.0
41,0.41000000000000003,0.41,0.0548711827,30.0
42,0.42,0.42,0.0579899242,30.0
43,0.43,0.43,0.0605939842,30.0
44,0.44,0.44,0.0633592415,30.0
45,0.45,0.45,0.0664193562,30.0
46,0.46,0.46,0.0700137407,30.0
