,Vin,Vout,temp
0,0.00003000000,-0.0020029728,23
1,0.008600000,0.00084551056,23
2,0.02447000,0.000984183873,23
3,0.03385000,0.00103103794,23
4,0.03686000,0.00100126898,23
5,0.05155000,0.00125223791,23
6,0.05806000,0.0018977772,23
7,0.07090000,0.000236755105,23
8,0.07949000,0.00190933599,23
9,0.08844000,-0.000297871305,23
10,0.09397000,-0.00105977157,23
11,0.1042800,-0.000672899397,23
12,0.1137000,-0.00141319595,23
13,0.1238700,-0.00147926329,23
14,0.1319100,-0.00167448818,23
15,0.1410800,-0.00141848069,23
16,0.1502300,-0.00130420646,23
17,0.1521400,-0.00107803005,23
18,0.1521500,-0.00137632238,23
19,0.1521700,-0.0014645042,23
20,0.1521600,-0.00155578048,23
21,0.1521500,-0.00135507068,23
22,0.1521000,-0.00151382233,23
23,0.1520000,0.0011010257,23
24,0.1520000,0.000979267244,23
25,0.1520000,0.00088706608,23
26,0.1520000,0.000534394038,23
27,0.1520000,0.000813012957,23
28,0.1520000,0.00103552894,23
29,0.1520000,0.000948660829,23
30,0.1519000,0.000228576062,23
31,0.1519000,-0.000407919118,23
32,0.1519000,-0.000702132286,23
33,0.1519000,-0.0011563625,23
34,0.1519000,-0.00164794943,23
35,0.1519000,-0.00150586186,23
36,0.1519000,-0.00112019756,23
37,0.1519000,-0.000593315356,23
38,0.1519000,-0.000363614244,23
39,0.1518000,-0.000588969304,23
40,0.1518000,-0.000237730608,23
41,0.1518000,-0.000388399849,23
42,0.1518000,0.000118160135,23
43,0.1518000,0.000481663944,23
44,0.1518000,0.000846766751,23
45,0.1517000,0.00112824776,23
46,0.1517000,0.000853257069,23
47,0.1517000,0.00036202675,23
48,0.1516000,5.72256909e-05,23
49,0.1516000,-0.0004142944,23
50,0.1516000,-0.00120182924,23
51,0.1516000,-0.00138896481,23
52,0.1516000,-0.00158986787,23
53,0.1516000,-0.00200724523,23
54,0.1516000,-0.00177679639,23
55,0.1515000,-0.00165312374,23
56,0.1515000,-0.00163545425,23
57,0.1515000,-0.00169722155,23
58,0.1515000,-0.00127332396,23
59,0.1515000,-0.000844351,23
60,0.1515000,8.6394159e-05,23
61,0.1515000,0.00053112012,23
62,0.1514000,0.00103485713,23
63,0.1514000,0.00112711811,23
64,0.1514000,0.000819434254,23
65,0.1514000,-2.82458814e-05,23
66,0.1514000,1.8681808e-05,23
67,0.1514000,-0.000916784419,23
68,0.1513000,-0.00173381442,23
69,0.1514000,-0.00169252349,23
70,0.1513000,-0.00103257022,23
71,0.1514000,-0.000580509574,23
72,0.1513000,0.000393012784,23
73,0.1517000,0.000345901037,23
74,0.1516000,0.000578130635,23
75,0.1517000,0.00115301726,23
76,0.1517000,0.00119313483,23
77,0.1517000,0.000772978211,23
78,0.1517000,-0.000100354899,23
79,0.1517000,-0.000733863751,23
80,0.1518000,-0.00131180343,23
81,0.1519000,-0.0017359725,23
82,0.1519000,-0.00163732933,23
83,0.1519000,-0.00128785758,23
84,0.1520000,-0.000481742169,23
85,0.1520000,0.000357708308,23
86,0.1520000,0.000931957636,23
87,0.1520000,0.00117097664,23
88,0.1521000,0.0010470095,23
89,0.1521000,0.00101195121,23
90,0.1521000,0.000355812518,23
91,0.1522000,-8.47445462e-05,23
92,0.1522000,-0.000481845701,23
93,0.1522000,-0.000535185484,23
94,0.1523000,-0.000741658574,23
95,0.1524000,8.43051096e-05,23
96,0.1525000,0.000971102006,23
97,0.1525000,0.00105254733,23
98,0.1525000,0.000633994302,23
99,0.1526000,0.000900730028,23
100,0.1526000,0.000520605851,23
101,0.1527000,0.000264391297,23
102,0.1527000,-0.000123592124,23
103,0.1528000,-0.000818633605,23
104,0.1528000,-0.00151797512,23
105,0.1529000,-0.0015413872,23
106,0.1530000,-0.00162386324,23
107,0.1530000,-0.00141439232,23
108,0.1531000,-0.00126471239,23
109,0.1532000,-0.000801187281,23
110,0.1532000,0.000178549309,23
111,0.1533000,0.000684232721,23
112,0.1533000,0.000855990319,23
113,0.1533000,0.00102999572,23
114,0.1533000,0.000959338448,23
115,0.1533000,0.000655568109,23
116,0.1533000,0.000251431367,23
117,0.1533000,-9.41567724e-05,23
118,0.1533000,-0.00136568158,23
119,0.1533000,-0.00165411765,23
120,0.1533000,-0.00138173827,23
121,0.1533000,-0.00123186968,23
122,0.1532000,-0.000998275754,23
123,0.1532000,-0.000796689382,23
124,0.1532000,-2.68079343e-05,23
125,0.1532000,0.000682755662,23
126,0.1531000,0.00101629726,23
127,0.1531000,0.000881330396,23
128,0.1531000,0.00101822526,23
129,0.1531000,0.00108214143,23
130,0.1531000,0.000647692761,23
131,0.1535000,0.000714869045,23
132,0.1535000,0.000415835879,23
