,Vin,Vin_real,Vout,temp
0,0.0,-1e-05,-3.1571913e-05,-40.0
1,0.01,0.01001,-3.63527888e-05,-40.0
2,0.02,0.01997,-3.81337957e-05,-40.0
3,0.03,0.03,-3.80870845e-05,-40.0
4,0.04,0.03997,-3.92723515e-05,-40.0
5,0.05,0.04998,-3.67837741e-05,-40.0
6,0.06,0.06,-3.84881562e-05,-40.0
7,0.07,0.07002,-3.64119256e-05,-40.0
8,0.08,0.08001,-3.79805463e-05,-40.0
9,0.09,0.08998,-3.65101801e-05,-40.0
10,0.1,0.10002,-3.487644e-05,-40.0
11,0.11,0.10998,-3.57759175e-05,-40.0
12,0.12,0.12001,-3.34355272e-05,-40.0
13,0.13,0.13003,-3.45112646e-05,-40.0
14,0.14,0.14003,-3.23917744e-05,-40.0
15,0.15,0.14996,-3.29677253e-05,-40.0
16,0.16,0.16003,-3.1642555e-05,-40.0
17,0.17,0.17003,-2.86818037e-05,-40.0
18,0.18,0.18001,-3.07267401e-05,-40.0
19,0.19,0.18999,-2.65036369e-05,-40.0
20,0.2,0.20003,-2.58220681e-05,-40.0
21,0.21,0.20999,-2.42094976e-05,-40.0
22,0.22,0.22,-2.03787221e-05,-40.0
23,0.23,0.23,-1.82916766e-05,-40.0
24,0.24,0.24,-9.87216237e-06,-40.0
25,0.25,0.25,-5.49465923e-06,-40.0
26,0.26,0.26,8.96509144e-06,-40.0
27,0.27,0.27,3.25052158e-05,-40.0
28,0.28,0.28,7.49171096e-05,-40.0
29,0.29,0.29,0.000158288249,-40.0
30,0.3,0.3,0.0003132699,-40.0
31,0.31,0.31,0.000597964535,-40.0
32,0.32,0.32,0.00111052588,-40.0
33,0.33,0.33,0.00202456644,-40.0
34,0.34,0.34,0.00322739449,-40.0
35,0.35000000000000003,0.35,0.00484881715,-40.0
36,0.36,0.36,0.0066029713,-40.0
37,0.37,0.37,0.00881677364,-40.0
38,0.38,0.38,0.0112573831,-40.0
39,0.39,0.39,0.0139230591,-40.0
40,0.4,0.4,0.0167214684,-40.0
41,0.41000000000000003,0.41,0.0195418339,-40.0
42,0.42,0.42,0.0225648337,-40.0
43,0.43,0.43,0.0255325363,-40.0
44,0.44,0.44,0.0287749689,-40.0
45,0.45,0.45,0.0324222183,-40.0
46,0.46,0.46,0.0365585321,-40.0
47,0.47000000000000003,0.47,0.0410936987,-40.0
48,0.48,0.48,0.0460498983,-40.0
