T	TTT	FFH	FSH	SFH	SSH	FFL	FSL	SFL	SSL
52	0.597587785265393	0.550099434142371	0.569291935982571	0.673032777837604	0.68439868391901	0.514068066020194	0.53408307998388	0.636102039726308	0.647339166450144
52.5	0.597614411435581	0.550180949733804	0.569333131688304	0.67310072520164	0.684472560498353	0.514107180392497	0.534072112294994	0.636101907318313	0.647342585596916
53	0.597641450957603	0.550263340825156	0.569375023653179	0.673169028485654	0.684546805956093	0.514147375547627	0.534061766947469	0.63610202769771	0.647346301100343
53.5	0.59766890749484	0.550346624603881	0.569417618139811	0.673237688463217	0.684621420378204	0.514188675376999	0.534052051913304	0.636102400853158	0.647350314471871
54	0.597696784803257	0.550430818684156	0.569460921510522	0.673306705914624	0.684696403844351	0.514231104353622	0.534042975317601	0.636103026754759	0.647354627251892
54.5	0.597725086734065	0.550515941116543	0.569504940222561	0.673376081627234	0.684771756428235	0.514274687581859	0.534034545443515	0.63610390535725	0.647359241011371
55	0.597753817236886	0.550602010390228	0.569549680836646	0.673445816395093	0.684847478197289	0.51431945081794	0.534026770737865	0.636105036602634	0.647364157351744
55.5	0.597782980363048	0.550689045431185	0.569595150015174	0.673515911019144	0.684923569213426	0.514365420518436	0.534019659810663	0.636106420424499	0.647369377906059
56	0.597812580269074	0.550777065612829	0.56964135452434	0.673586366307102	0.685000029532511	0.514412623874739	0.534013221452558	0.63610805675211	0.647374904338949
56.5	0.597842621220109	0.550866090750566	0.569688301240142	0.673657183073606	0.685076859204586	0.514461088849381	0.534007464625903	0.636109945515583	0.647380738348329
57	0.597873107593797	0.550956141110421	0.569735997143855	0.673728362139972	0.685154058274228	0.514510844225081	0.534002398478201	0.636112086651596	0.647386881665453
57.5	0.597904043883754	0.551047237407934	0.569784449331836	0.673799904334393	0.685231626779961	0.51456191964167	0.533998032348992	0.636114480110053	0.647393336055329
58	0.59793543470431	0.551139400815019	0.569833665010665	0.673871810492467	0.685309564754896	0.51461434564142	0.533994375772819	0.636117125861411	0.647400103318319
58.5	0.597967284794109	0.551232652964642	0.569883651504897	0.673944081456417	0.685387872226574	0.514668153708112	0.533991438487679	0.636120023904864	0.647407185290258
59	0.597999599020835	0.551327015952114	0.569934416259435	0.674016718076561	0.685466549216679	0.514723376319145	0.533989230439005	0.636123174277403	0.647414583843374
59.5	0.598032382385643	0.551422512344794	0.569985966838037	0.674089721210362	0.685545595741009	0.514780046983727	0.533987761788416	0.636126577063431	0.647422300886999
60	0.598065640028008	0.551519165188673	0.570038310929133	0.674163091723862	0.685625011809714	0.514838200292159	0.533987042925125	0.636130232406293	0.647430338368555
60.5	0.598099377230585	0.551616998013353	0.570091456347373	0.674236830491517	0.68570479742689	0.514897871955831	0.533987084462801	0.636134140519642	0.64743869827408
61	0.598133599424577	0.551716034845924	0.570145411038555	0.674310938397137	0.68578495259055	0.514959098867246	0.533987897261819	0.636138301699992	0.647447382629557
61.5	0.598168312195224	0.551816300217157	0.570200183081114	0.674385416334851	0.685865477292821	0.515021919126262	0.53398949242326	0.636142716340613	0.647456393501167
62	0.598203521286788	0.551917819178232	0.570255780686782	0.674460265209314	0.685946371519396	0.515086372104722	0.533991881311496	0.636147384945607	0.647465732996652
62.5	0.598239232609219	0.552020617312247	0.570312212208673	0.67453548593779	0.686027635249001	0.515152498481978	0.533995075547859	0.63615230814562	0.647475403265955
63	0.598275452243582	0.552124720745691	0.57036948614211	0.674611079450679	0.686109268454109	0.515220340303919	0.533999087035188	0.636157486713622	0.647485406502151
63.5	0.598312186448349	0.552230156174924	0.570427611125657	0.674687046693415	0.686191271099936	0.515289941014302	0.534003927957144	0.636162921581796	0.647495744942277
64	0.598349441666517	0.552336950877855	0.570486595949441	0.674763388628269	0.686273643144476	0.515361345519739	0.53400961079367	0.636168613859287	0.647506420868966
64.5	0.598387224531541	0.552445132736866	0.570546449555748	0.67484010623633	0.68635638453826	0.515434600228367	0.534016148327817	0.63617456484954	0.647517436610232
65	0.598425541874776	0.552554730260148	0.570607181043366	0.674917200519986	0.686439495223574	0.515509753101728	0.534023553658932	0.636180776069348	0.647528794541617
65.5	0.598464400732364	0.552665772609333	0.570668799671916	0.674994672505669	0.6865229751347	0.515586853703828	0.534031840217158	0.63618724926759	0.647540497086858
66	0.598503808352894	0.552778289623103	0.570731314865699	0.675072523246782	0.686606824197238	0.515665953252595	0.53404102176673	0.636193986443692	0.647552546718812
66.5	0.598543772205011	0.552892311842567	0.570794736218687	0.675150753827822	0.686691042327642	0.515747104666107	0.534051112427642	0.636200989867411	0.647564945960492
67	0.598584299984869	0.553007870546444	0.570859073495547	0.67522936536757	0.686775629432604	0.515830362619947	0.534062126681656	0.636208262097435	0.647577697386643
67.5	0.598625399624904	0.553124997779126	0.570924336643722	0.675308359023974	0.68686058540889	0.515915783595309	0.534074079389588	0.636215805999905	0.64759080362465
68	0.598667079301054	0.553243726381014	0.57099053578874	0.675387735999497	0.686945910142696	0.516003425934265	0.53408698580064	0.636223624767325	0.647604267355329
68.5	0.598709347442465	0.553364090027664	0.571057681246495	0.675467497546246	0.687031603508997	0.51609334988619	0.534100861573119	0.636231721935867	0.647618091315151
69	0.59875221273883	0.553486123263052	0.57112578352583	0.675547644971838	0.687117665370628	0.516185617671856	0.534115722779957	0.636240101402763	0.647632278296496
69.5	0.598795684149971	0.553609861534283	0.571194853332368	0.675628179646965	0.687204095578473	0.516280293530628	0.534131585932459	0.636248767442893	0.647646831149782
70	0.598839770914471	0.553735341232755	0.571264901575483	0.675709103012499	0.687290893969719	0.516377443781737	0.534148467989878	0.636257724724065	0.647661752783815
