T	TTT	FFH	FSH	SFH	SSH	FFL	FSL	SFL	SSL
-25	0.597318355396157	0.543329689593539	0.568902585813296	0.66643084757485	0.677163318967204	0.5136761817184	0.540342761580144	0.638872554700223	0.649805450055282
-24.5	0.597298410061681	0.543348578933242	0.568875012367123	0.666451546388819	0.677186460726657	0.513661178794207	0.540282447121707	0.638839140138869	0.649772566124396
-24	0.597278744531389	0.54336774205516	0.568847802719742	0.666472491264623	0.677209870246506	0.513646330479327	0.540222352074511	0.638805891678096	0.649739876533358
-23.5	0.597259358379227	0.543387178992866	0.568820955864082	0.666493683406322	0.677233548518014	0.513631636918106	0.540162475427102	0.638772810308039	0.649707381839789
-23	0.597240251193047	0.543406889776557	0.568794470864172	0.666515124005962	0.677257496529964	0.51361709822934	0.540102816226357	0.638739897006638	0.649675082599503
-22.5	0.597221422573465	0.543426874479254	0.568768346838254	0.666536814243994	0.677281715269535	0.513602714574263	0.540043373590227	0.638707152739713	0.649642979366821
-22	0.597202872134604	0.543447133176536	0.568742582947611	0.666558755288835	0.677306205721167	0.513588486126944	0.539984146679709	0.638674578461207	0.649611072694025
-21.5	0.597184599503852	0.543467665975198	0.568717178406612	0.666580948297556	0.677330968867533	0.513574413081821	0.539925134718561	0.638642175113062	0.64957936313187
-21	0.59716660432145	0.543488472979678	0.568692132496986	0.666603394415638	0.677356005688319	0.51356049563963	0.539866336999002	0.638609943625602	0.649547851228823
-20.5	0.59714888624342	0.543509554347547	0.568667444536428	0.666626094777004	0.677381317161331	0.513546734057094	0.539807752834798	0.638577884917632	0.649516537531782
-20	0.59713142586768	0.54353090032347	0.568643102479516	0.666649028208819	0.677406881344875	0.513533115224642	0.539749365985511	0.638545968603287	0.649485389732742
-19.5	0.597114261120114	0.543552530968007	0.56861912866461	0.666672240546994	0.677432745188283	0.513519666207745	0.53969120727221	0.638514258360297	0.649454474288359
-19	0.59709737251093	0.543574436513636	0.568595511063955	0.666695710461419	0.677458886600207	0.513506373867376	0.539633260448791	0.6384827235845	0.649423758677249
-18.5	0.597080759744712	0.543596617187228	0.568572249204188	0.666719439040522	0.677485306547402	0.513493238522327	0.539575525060676	0.638451365149903	0.649393243437723
-18	0.597064422537786	0.543619073224916	0.568549342654957	0.666743427361928	0.677512005993589	0.513480260526286	0.539518000698575	0.638420183919278	0.649362929105651
-17.5	0.597048360619945	0.543641804883599	0.568526791038162	0.666767676491849	0.677538985899764	0.513467440227087	0.539460687010524	0.638389180745144	0.649332816215067
-17	0.597032573732506	0.54366481245625	0.568504594012984	0.666792187485701	0.677566247223744	0.51345477801426	0.539403583700943	0.638358356469015	0.649302905297467
-16.5	0.597017061629754	0.543688096235371	0.568482751280482	0.666816961387951	0.677593790920446	0.513442274285698	0.539346690511629	0.638327711922377	0.649273196882149
-16	0.597001824077594	0.543711656555006	0.568461262619448	0.666841999232278	0.677621617941726	0.513429929467958	0.539290007251816	0.638297247926226	0.649243691496196
-15.5	0.596986860854564	0.543735493754389	0.568440127807931	0.666867302041793	0.677649729236138	0.513417744022186	0.539233533755389	0.638266965291576	0.649214389664258
-15	0.59697217175143	0.54375960819881	0.568419346705016	0.666892870828656	0.677678125749198	0.513405718406143	0.539177269916619	0.638236864819423	0.64918529190872
-14.5	0.596957756570627	0.54378400027443	0.568398919195501	0.666918706594753	0.677706808423153	0.513393853113055	0.539121215677342	0.638206947301061	0.649156398749672
-14	0.596943615127379	0.543808670388851	0.568378845207794	0.666944810331399	0.677735778197103	0.513382148664765	0.539065371032302	0.638177213518061	0.649127710704781
-13.5	0.596929747247948	0.543833618970544	0.568359124726543	0.66697118301961	0.6777650360067	0.513370605593691	0.539009736022718	0.638147664242575	0.649099228289656
-13	0.596916152771279	0.543858846469685	0.568339757769566	0.666997825630224	0.677794582784448	0.513359224461519	0.538954310708163	0.638118300237396	0.649070952017361
-12.5	0.596902831547684	0.543884353357843	0.568320744379927	0.667024739123716	0.677824419459514	0.513348005865419	0.538899095238847	0.638089122256345	0.64904288239882
-12	0.596889783439814	0.54391014012831	0.56830208468455	0.667051924450604	0.677854546957549	0.51333695040187	0.538844089782074	0.638060131043873	0.649015019942491
-11.5	0.596877008322297	0.543936207296313	0.568283778808822	0.667079382551386	0.677884966201128	0.513326058703408	0.538789294539965	0.638031327336098	0.648987365154805
-11	0.596864506081188	0.543962555399073	0.568265826935734	0.667107114356723	0.677915678109149	0.51331533142745	0.53873470979672	0.638002711860095	0.648959918539815
-10.5	0.596852276614387	0.543989184996004	0.568248229296497	0.667135120787397	0.677946683597218	0.513304769264844	0.538680335858889	0.637974285334518	0.648932680599429
-10	0.596840319832065	0.544016096668989	0.56823098614536	0.667163402754719	0.677977983577681	0.513294372906008	0.538626173056056	0.637946048469757	0.648905651833417
-9.5	0.59682863565562	0.544043291018015	0.568214097788204	0.667191961160189	0.678009578959298	0.513284143098445	0.538572221803135	0.637918001968022	0.648878832739291
-9	0.596817224018805	0.544070768679393	0.568197564569282	0.667220796895895	0.678041470647269	0.513274080581613	0.538518482526669	0.637890146523576	0.648852223812712
-8.5	0.596806084866728	0.544098530298834	0.568181386863544	0.66724991084464	0.678073659543817	0.513264186148915	0.538464955706451	0.637862482822599	0.648825825546958
-8	0.596795218156666	0.544126576554247	0.568165565083866	0.667279303879776	0.678106146547241	0.513254460603088	0.538411641869525	0.637835011543775	0.648799638433376
-7.5	0.596784623857023	0.544154908129493	0.568150099692339	0.667308976865557	0.678138932552691	0.513244904784568	0.538358541574876	0.637807733358395	0.648773662961493
-7	0.596774301948851	0.5441835257584	0.568134991173046	0.667338930657114	0.678172018451677	0.513235519549471	0.538305655428424	0.637780648930259	0.648747899618836
-6.5	0.596764252424724	0.544212430176881	0.568120240058379	0.667369166100688	0.678205405132651	0.513226305792348	0.538252984082222	0.637753758915848	0.648722348890961
-6	0.596754475288781	0.544241622162407	0.568105846917088	0.667399684033704	0.678239093480169	0.513217264424605	0.538200528219749	0.637727063964914	0.648697011261711
-5.5	0.596744970557315	0.544271102499631	0.568091812339479	0.66743048528458	0.678273084375545	0.513208396391315	0.538148288574904	0.637700564720226	0.648671887213006
-5	0.596735738258542	0.54430087201508	0.56807813697386	0.667461570673263	0.67830737869673	0.513199702671265	0.538096265912826	0.637674261818097	0.648646977225259
-4.5	0.596726778432394	0.54433093154341	0.568064821489453	0.667492941011227	0.678341977318265	0.513191184267268	0.538044461048298	0.637648155888026	0.64862228177704
-4	0.596718091131005	0.544361281961074	0.568051866597916	0.667524597101211	0.678376881111228	0.513182842201444	0.537992874822436	0.637622247553529	0.6485978013456
-3.5	0.596709676418378	0.544391924153929	0.568039273032052	0.667556539737871	0.67841209094315	0.51317467754167	0.537941508134627	0.637596537431778	0.648573536406481
-3	0.596701534370386	0.54442285904978	0.568027041580344	0.667588769707535	0.678447607678573	0.513166691391299	0.537890361910195	0.63757102613383	0.648549487434091
-2.5	0.59669366507544	0.544454087586753	0.568015173048628	0.667621287788492	0.6784834321779	0.513158884864782	0.537839437122898	0.637545714265172	0.648525654900939
-2	0.596686068634042	0.544485610737538	0.568003668287141	0.667654094750775	0.678519565299146	0.513151259118767	0.537788734777098	0.637520602425595	0.64850203927871
-1.5	0.596678745158357	0.544517429509512	0.567992528180325	0.66768719135673	0.678556007896032	0.513143815342283	0.537738255924809	0.637495691209297	0.648478641037563
-1	0.596671694773629	0.544549544929415	0.567981753639479	0.667720578360922	0.67859276081957	0.51313655475754	0.537688001648562	0.637470981205486	0.648455460646807
-0.5	0.596664917616684	0.544581958040059	0.567971345609996	0.667754256510119	0.67862982491697	0.513129478630024	0.537637973074035	0.637446472997957	0.648432498574471
0	0.59665841383748	0.544614669935469	0.567961305073871	0.667788226543672	0.678667201032409	0.513122588235987	0.537588171365472	0.637422167165636	0.648409755287784
0.5	0.596652183598139	0.544647681722603	0.567951633053025	0.667822489193239	0.678704890006576	0.513115884906078	0.537538597725864	0.637398064283063	0.648387231253049
1	0.596646227073449	0.544680994537545	0.567942330595745	0.667857045183338	0.678742892676801	0.513109370011245	0.537489253404513	0.637374164919537	0.648364926935659
1.5	0.596640544450382	0.544714609552791	0.567933398770937	0.667891895231158	0.678781209877213	0.51310304493639	0.53744013966498	0.637350469640346	0.648342842800607
2	0.596635135929501	0.544748527970592	0.56792483870875	0.667927040046774	0.678819842438273	0.513096911126933	0.537391257841179	0.637326979006462	0.648320979311931
2.5	0.596630001723851	0.544782751008743	0.567916651546841	0.667962480333251	0.678858791187673	0.513090970053277	0.537342609281203	0.63730369357476	0.648299336933578
3	0.596625142059258	0.544817279937345	0.567908838468188	0.667998216786978	0.678898056949303	0.513085223229743	0.53729419537924	0.637280613898139	0.6482779161287
3.5	0.596620557174984	0.5448521160465	0.56790140069277	0.668034250097216	0.678937640543871	0.513079672211079	0.537246017567661	0.637257740525934	0.648256717360455
4	0.596616247323317	0.544887260647576	0.567894339440333	0.668070580946754	0.678977542788955	0.51307431859779	0.537198077320557	0.637235074003664	0.648235741091645
4.5	0.596612212769561	0.544922715104873	0.567887656017123	0.668107210011847	0.679017764498545	0.513069164024104	0.537150376142375	0.637212614873941	0.648214987785181
5	0.596608453793095	0.544958480798006	0.567881351713399	0.668144137962394	0.679058306483494	0.513064210172218	0.537102915575839	0.637190363675764	0.648194457903785
5.5	0.596604970686401	0.544994559153339	0.567875427887565	0.668181365461866	0.679099169551092	0.513059458773046	0.537055697216156	0.637168320945146	0.648174151910516
6	0.596601763755855	0.545030951614042	0.567869885896526	0.668218893167612	0.679140354505586	0.51305491159104	0.537008722674721	0.637146487215464	0.648154070268534
6.5	0.596598833321414	0.545067659677659	0.56786472715843	0.668256721730887	0.679181862147564	0.513050570458268	0.536961993615538	0.637124863017257	0.648134213441474
7	0.596596179717231	0.545104684866544	0.567859953106462	0.668294851797093	0.679223693274439	0.513046437226699	0.536915511740383	0.637103448878545	0.648114581893524
7.5	0.596593803291696	0.545142028728711	0.567855565217369	0.668333284005861	0.679265848680187	0.513042513830532	0.536869278782202	0.637082245325089	0.648095176089363
8	0.596591704407175	0.545179692867999	0.567851564991974	0.668372018990964	0.679308329155321	0.513038802230982	0.536823296518979	0.637061252880563	0.648075996494507
8.5	0.596589883440698	0.545217678905613	0.567847953963494	0.668411057380653	0.67935113548688	0.513035304450039	0.536777566756857	0.637040472066471	0.648057043575324
9	0.596588340783856	0.545255988519374	0.567844733703204	0.66845039979791	0.679394268458601	0.513032022564245	0.536732091353655	0.637019903402544	0.648038317799299
9.5	0.596587076842996	0.545294623415807	0.567841905809349	0.668490046860232	0.679437728850512	0.51302895870578	0.536686872192409	0.63699954740704	0.648019819634786
10	0.596586092039426	0.545333585334059	0.567839471920907	0.668529999180036	0.679481517439189	0.513026115064858	0.536641911211013	0.636979404596533	0.648001549551754
10.5	0.596585386809823	0.545372876059391	0.567837433698934	0.668570257364604	0.679525634997551	0.513023493894689	0.536597210363265	0.63695947548634	0.647983508021447
11	0.596584961605789	0.545412497423606	0.56783579284526	0.668610822016422	0.679570082295152	0.513021097502655	0.53655277166759	0.636939760590801	0.647965695516531
11.5	0.596584816894964	0.545452451287599	0.567834551089514	0.66865169373307	0.679614860097372	0.513018928263197	0.536508597158931	0.636920260423014	0.647948112511622
12	0.596584953160335	0.545492739560808	0.567833710204452	0.66869287310746	0.679659969166277	0.513016988616422	0.536464688924161	0.636900975495576	0.64793075948304
12.5	0.596585370901001	0.54553336420127	0.567833271978688	0.668734360728203	0.679705410260126	0.513015281073789	0.536421049089166	0.636881906320078	0.647913636909032
13	0.596586070632298	0.545574327205265	0.567833238246709	0.668776157179141	0.679751184133015	0.513013808209454	0.536377679813246	0.636863053407978	0.647896745270315
13.5	0.59658705288579	0.545615630602515	0.567833610880468	0.668818263040222	0.679797291535171	0.513012572673927	0.536334583298475	0.636844417270223	0.647880085049606
14	0.596588318209826	0.545657276494599	0.567834391772231	0.668860678887245	0.679843733213082	0.513011577192704	0.536291761786777	0.636825998417624	0.647863656732109
14.5	0.596589867169462	0.545699267006998	0.567835582860022	0.668903405291691	0.679890509908878	0.5130108245689	0.536249217560252	0.636807797360964	0.64784746080598
15	0.596591700346723	0.545741604324922	0.567837186107477	0.668946442821708	0.679937622360559	0.513010317684785	0.536206952941335	0.636789814611397	0.647831497761721
15.5	0.596593818341535	0.545784290676899	0.567839203518998	0.668989792041451	0.679985071301784	0.513010059512399	0.536164970295988	0.636772050679906	0.647815768093046
16	0.596596221770746	0.545827328350272	0.567841637131277	0.669033453511633	0.680032857461789	0.513010053102313	0.536123272022379	0.636754506078291	0.647800272296741
16.5	0.596598911269635	0.545870719672733	0.567844489013593	0.669077427789512	0.680080981565516	0.51301030159823	0.536081860571441	0.636737181318918	0.647785010873045
17	0.596601887491355	0.545914467033017	0.567847761272955	0.669121715429149	0.680129444333079	0.513010808239595	0.53604073842422	0.636720076914829	0.647769984325385
17.5	0.596605151107387	0.545958572868613	0.567851456058118	0.669166316981493	0.68017824648005	0.513011576354228	0.535999908114652	0.636703193379674	0.647755193160983
18	0.596608702808118	0.546003039677886	0.5678555755405	0.669211232994564	0.680227388716694	0.513012609382565	0.535959372210614	0.636686531228471	0.64774063789111
18.5	0.596612543302863	0.546047870015743	0.567860121934306	0.669256464013473	0.680276871748952	0.513013910859249	0.535919133325254	0.636670090977286	0.64772631903069
19	0.596616673320134	0.546093066487911	0.56786509748997	0.669302010581049	0.680326696276982	0.513015484433428	0.535879194114477	0.636653873143136	0.647712237099143
19.5	0.596621093608295	0.546138631765017	0.567870504498777	0.669347873237163	0.680376862995949	0.513017333859856	0.535839557274912	0.636637878244806	0.647698392620085
20	0.59662580493537	0.546184568584475	0.567876345282715	0.669394052519664	0.680427372595664	0.513019463018601	0.535800225557018	0.636622106802227	0.647684786122017
20.5	0.596630808089818	0.546230879739006	0.567882622201249	0.669440548964092	0.68047822575991	0.513021875911383	0.535761201740124	0.636606559337176	0.647671418137943
21	0.596636103880716	0.546277568086554	0.567889337655465	0.669487363104183	0.680529423167098	0.513024576660597	0.535722488658048	0.636591236372763	0.64765828920606
21.5	0.596641693137804	0.546324636556551	0.567896494082605	0.669534495471554	0.680580965489459	0.513027569523575	0.535684089189474	0.636576138434172	0.647645399869593
22	0.596647576712375	0.546372088142497	0.567904093956299	0.669581946596298	0.680632853393356	0.513030858894636	0.535646006253491	0.636561266048302	0.647632750677347
22.5	0.5966537554774	0.546419925915402	0.56791213979292	0.669629717007098	0.680685087538456	0.513034449310677	0.535608242812556	0.636546619744046	0.647620342183789
23	0.596660230327756	0.546468153009677	0.567920634148056	0.669677807231095	0.680737668578183	0.513038345459762	0.535570801890147	0.636532200052059	0.647608174948954
23.5	0.596667002180641	0.546516772639416	0.567929579607344	0.669726217794389	0.68079059715899	0.513042552175516	0.535533686539535	0.636518007505264	0.647596249539362
24	0.596674071976162	0.546565788100447	0.567938978815442	0.669774949222159	0.680843873920816	0.513047074463344	0.535496899871037	0.636504042638594	0.647584566527358
24.5	0.596681440677831	0.546615202758906	0.567948834434718	0.669824002038515	0.680897499496098	0.513051917484139	0.535460445042296	0.636490305989084	0.647573126492035
25	0.596689109272488	0.54666502007207	0.567959149187339	0.669873376767113	0.680951474510255	0.51305708658304	0.53542432525624	0.636476798095785	0.647561930019429
25.5	0.596697078771094	0.546715243572861	0.567969925825533	0.669923073931138	0.681005799580939	0.513062587276927	0.535388543763945	0.636463519500171	0.647550977702135
26	0.596705350209101	0.546765876886079	0.567981167150722	0.669973094053462	0.681060475318293	0.513068425269759	0.535353103869915	0.636450470745551	0.647540270140284
26.5	0.596713924646901	0.546816923731059	0.567992875999301	0.670023437656788	0.681115502324324	0.513074606470137	0.535318008930111	0.63643765237735	0.64752980794124
27	0.596722803170242	0.546868387911449	0.568005055254174	0.670074105263912	0.681170881193022	0.513081136969676	0.535283262344476	0.636425064943498	0.647519591720295
27.5	0.59673198689059	0.546920273333698	0.568017707843078	0.670125097398248	0.681226612509923	0.513088023089714	0.535248867573287	0.636412708993426	0.647509622100537
28	0.596741476946049	0.546972583999448	0.568030836734073	0.670176414582977	0.681282696851779	0.513095271349893	0.535214828120504	0.636400585078742	0.647499899713254
28.5	0.596751274501535	0.547025324021608	0.568044444946478	0.670228057342635	0.681339134786981	0.513102888504533	0.535181147551617	0.636388693752892	0.647490425198429
29	0.596761380748746	0.547078497602756	0.568058535530726	0.670280026201998	0.681395926874639	0.513110881539555	0.535147829479569	0.636377035571087	0.647481199204425
29.5	0.59677179690815	0.547132109074329	0.568073111597788	0.670332321687373	0.681453073664481	0.513119257676024	0.535114877571949	0.636365611090353	0.647472222389005
30	0.596782524227913	0.54718616287125	0.568088176297721	0.670384944325926	0.681510575697369	0.51312802438263	0.535082295555616	0.636354420868717	0.647463495418769
30.5	0.596793563985397	0.547240663546615	0.568103732820605	0.670437894646437	0.681568433503917	0.513137189388898	0.535050087213601	0.636343465465941	0.647455018970247
31	0.59680491748758	0.547295615779687	0.568119784416523	0.670491173179162	0.681626647605359	0.513146760687539	0.535018256379948	0.636332745442748	0.647446793729569
31.5	0.596816586071494	0.547351024374308	0.568136334376764	0.670544780456393	0.681685218512983	0.513156746537876	0.534986806952361	0.63632226136077	0.647438820392903
32	0.596828571104824	0.54740689426543	0.568153386036129	0.670598717012051	0.68174414672753	0.513167155480671	0.534955742887273	0.636312013782172	0.647431099667336
32.5	0.596840873986688	0.547463230524095	0.568170942786169	0.670652983382752	0.681803432739844	0.513177996345339	0.534925068196889	0.636302003269547	0.647423632269809
33	0.596853496148069	0.547520038358505	0.568189008064818	0.670707580107033	0.681863077030169	0.51318927824574	0.534894786952221	0.636292230385746	0.647416418929121
33.5	0.596866439052683	0.547577323132213	0.568207585360073	0.670762507726351	0.681923080067935	0.513201010614682	0.534864903297025	0.636282695692851	0.647409460384744
34	0.596879704197447	0.547635090353077	0.56822667820945	0.670817766784972	0.681983442312329	0.513213203169634	0.534835421422795	0.636273399752717	0.647402757388113
34.5	0.596893293113469	0.54769334568593	0.568246290203481	0.670873357829927	0.682044164211148	0.513225865957298	0.534806345599211	0.636264343125917	0.647396310702364
35	0.596907207366159	0.547752094964042	0.568266424987678	0.670929281411655	0.682105246201481	0.513239009343651	0.534777680148211	0.636255526371792	0.647390121103085
35.5	0.596921448556913	0.547811344182425	0.568287086254752	0.67098553808412	0.682166688709467	0.513252644006209	0.534749429464425	0.636246950047319	0.647384189378308
36	0.596936018322937	0.547871099516837	0.568308277756806	0.671042128404424	0.682228492150002	0.513266780969382	0.534721598009699	0.636238614707298	0.647378516329088
36.5	0.596950918338466	0.54793136732139	0.568330003293227	0.671099052934087	0.682290656926697	0.513281431576031	0.534694190306944	0.636230520903527	0.647373102769462
37	0.596966150315788	0.547992154143592	0.568352266727101	0.671156312238121	0.682353183432173	0.513296607515081	0.534667210958827	0.636222669184105	0.647367949527408
37.5	0.596981716005538	0.548053466719669	0.568375071969136	0.671213906886039	0.682416072047531	0.513312320815442	0.534640664631867	0.636215060092845	0.647363057444578
38	0.596997617197887	0.548115311993557	0.568398422995058	0.671271837451554	0.682479323143007	0.513328583844307	0.534614556066171	0.636207694168958	0.647358427376907
38.5	0.597013855723485	0.54817769711574	0.568422323831207	0.671330104513173	0.682542937077176	0.513345409315245	0.534588890075205	0.636200571945745	0.647354060195067
39	0.597030433454184	0.548240629460822	0.568446778568031	0.671388708653924	0.682606914197623	0.513362810286713	0.534563671545595	0.6361936939506	0.647349956784658
39.5	0.597047352303972	0.548304116615492	0.568471791349614	0.671447650462064	0.68267125484069	0.513380800162397	0.534538905446563	0.636187060703442	0.647346118046922
40	0.597064614230329	0.548368166416147	0.568497366383226	0.67150693053069	0.682735959331533	0.513399392690798	0.534514596813803	0.636180672716646	0.647342544898361
40.5	0.597082221234708	0.548432786927541	0.568523507939523	0.671566549458312	0.682801027984401	0.513418601968268	0.534490750773323	0.636174530493629	0.647339238271997
41	0.597100175363815	0.548497986470461	0.568550220346162	0.671626507849082	0.682866461102356	0.513438442423859	0.534467372525757	0.636168634528175	0.647336199117225
41.5	0.597118478710921	0.54856377362088	0.568577507996473	0.671686806312693	0.682932258977701	0.513458928834942	0.534444467354294	0.636162985303622	0.647333428400489
42	0.597137133416499	0.548630157225907	0.568605375349837	0.671747445464521	0.682998421892199	0.513480076316937	0.534422040629393	0.636157583291757	0.647330927105394
42.5	0.597156141669749	0.548697146401998	0.568633826926014	0.671808425926187	0.68306495011655	0.513501900317454	0.534400097807431	0.636152428951985	0.647328696233454
43	0.597175505709717	0.548764750554208	0.568662867312988	0.671869748324979	0.683131843911398	0.513524416619072	0.534378644429758	0.636147522729842	0.647326736803973
43.5	0.597195227826603	0.548832979380566	0.56869250116815	0.671931413295042	0.68319910352685	0.513547641335325	0.534357686127592	0.636142865056741	0.647325049855328
44	0.59721531036277	0.548901842874722	0.56872273321231	0.67199342147644	0.683266729203071	0.513571590911748	0.534337228626706	0.636138456348485	0.64732363644473
44.5	0.597235755714322	0.548971351350094	0.568753568238861	0.672055773515785	0.683334721170029	0.513596282110069	0.534317277745597	0.63613429700409	0.647322497648484
45	0.59725656633262	0.549041515431704	0.568785011110505	0.672118470066636	0.683403079648062	0.513621732031717	0.534297839399948	0.63613038740494	0.647321634563408
45.5	0.597277744725308	0.549112346078574	0.568817066761331	0.672181511788801	0.683471804848073	0.513647958092977	0.534278919599505	0.636126727913882	0.647321048306067
46	0.597299293458141	0.549183854581912	0.568849740195855	0.672244899349502	0.683540896971322	0.513674978039451	0.534260524457393	0.636123318873946	0.647320740014175
46.5	0.597321215156619	0.549256052577896	0.56888303649819	0.672308633422377	0.68361035621002	0.513702809944631	0.534242660193903	0.636120160607282	0.64732071084685
47	0.597343512507329	0.549328952060248	0.568916960821904	0.672372714688293	0.683680182747559	0.513731472216339	0.534225333126426	0.636117253414649	0.647320961984558
47.5	0.59736618825949	0.549402565378211	0.568951518401431	0.672437143835178	0.683750376758435	0.513760983591576	0.534208549686005	0.636114597574179	0.647321494630351
48	0.597389245227332	0.549476905254058	0.568986714544647	0.672501921557854	0.683820938408655	0.513791363153213	0.534192316414261	0.636112193340388	0.647322310009856
48.5	0.597412686291399	0.549551984786494	0.56902255464167	0.672567048558688	0.683891867856091	0.513822630335174	0.534176639961336	0.636110040944136	0.647323409371822
49	0.597436514400494	0.549627817453462	0.569059044161187	0.672632525546775	0.683963165250442	0.513854804935965	0.534161527101474	0.636108140591166	0.647324793989159
49.5	0.597460732573975	0.549704417127046	0.569096188656804	0.672698353238776	0.684034830733425	0.513887907120202	0.534146984723397	0.63610649246243	0.647326465158671
50	0.597485343903154	0.549781798075925	0.56913399376138	0.672764532358263	0.684106864439326	0.513921957451058	0.53413301983974	0.636105096713215	0.647328424202191
50.5	0.597510351554259	0.54985997496557	0.569172465195911	0.672831063636275	0.684179266494887	0.513956976888486	0.534119639590331	0.636103953473117	0.647330672466792
51	0.597535758770161	0.549938962878557	0.569211608765657	0.672897947810866	0.68425203701956	0.513992986827194	0.534106851239637	0.63610306284662	0.647333211325432
51.5	0.597561568872694	0.550018777301223	0.569251430367214	0.672965185627189	0.684325176125683	0.514030009101446	0.534094662192354	0.636102424912851	0.647336042177721
