 489.785901	465.000964	454.393226	439.377658	461.228704	465.191133	511.416899	584.539039	726.482508	786.520592	827.421199	845.181884	857.055602	861.441375	864.631762	866.098220
 461.741261	435.364369	430.181614	418.945815	434.545826	423.852006	441.076277	472.814811	614.008598	698.927728	776.223464	814.688233	842.432844	851.574557	857.405483	861.214743
 396.802622	377.722350	367.858008	344.728598	358.827591	341.491786	353.840718	356.956670	452.363586	529.641842	642.856205	724.384307	799.494233	826.727222	844.735269	853.479517
 351.701756	330.905927	324.449970	301.502839	317.614545	304.544877	301.295153	302.020480	369.128229	416.153243	522.897326	617.509882	738.204728	791.848635	826.323463	842.479869
 279.467823	262.024620	255.530375	233.982481	255.631340	228.294644	223.646953	213.616612	278.597484	289.069233	344.933545	425.369959	570.549783	663.901324	748.842180	795.614815
 255.559106	233.025630	221.428712	205.819123	225.453336	202.616825	202.158392	188.717977	238.704104	236.726563	258.133762	312.627969	449.039705	551.087031	661.796000	735.784711
 194.801866	185.040559	176.946324	155.527051	172.538189	148.885089	140.918880	126.067314	169.977409	164.923437	181.188322	214.764522	322.945880	420.143800	542.430809	636.668235
 173.971564	149.195112	145.871984	123.893807	139.541489	120.471019	117.342648	103.380735	146.003401	142.907239	155.449389	167.502249	241.525985	320.443964	439.493908	534.474265
 72.809989	55.693301	52.305098	52.149319	49.274953	43.398941	42.005064	41.484699	46.851672	44.515852	47.152330	50.377483	94.477587	133.163086	228.523848	330.174927
 54.205268	48.466054	46.236290	47.163048	41.637701	47.457678	50.009790	63.697865	42.167613	38.687513	41.077738	44.156150	56.804756	75.879258	140.197902	225.527179
 44.620470	65.390934	71.687899	88.516167	74.550758	87.011544	92.322839	103.963885	71.181364	79.899427	76.675941	82.927651	60.582658	55.909781	81.958665	135.309622
 65.856197	83.368132	91.429034	103.222734	90.953448	103.005566	109.526552	121.680240	89.149403	96.874457	97.496551	100.353569	80.192893	77.077298	59.483022	92.396846
 104.442969	119.775129	123.307053	137.624291	125.381610	140.957337	149.716377	158.261998	126.584566	135.170470	134.207890	140.401558	124.636410	122.751730	111.865869	100.386911
 124.641351	138.965369	146.786749	163.416881	149.878295	160.898036	161.222187	173.985369	141.948394	153.716605	155.653954	158.728614	145.477674	148.017290	135.160279	126.830828
 149.440867	161.885596	166.532328	182.836495	169.389071	180.373654	185.627008	198.052096	164.028573	176.322706	180.068614	188.693379	173.344400	167.511738	159.736527	154.159349
 149.442106	181.410151	186.948765	202.198756	189.258209	207.434183	210.795915	225.956173	190.828475	206.033451	208.662219	214.511176	191.128857	190.095848	182.324725	181.170428
